version,block,unit_id,unit_type,within_unit_position,pair_cell,pair_role,stimulus_id,stimulus,lexicality,condition,prime_condition,target_condition,zipf_scale
3,2,V3_NI07,nonword_singleton,1,nonword,nonword,NI07,imbolocável,nonword,nonword_in_im,,,
3,2,V3_NI11,nonword_singleton,1,nonword,nonword,NI11,inteberável,nonword,nonword_in_im,,,
3,2,V3_NI14,nonword_singleton,1,nonword,nonword,NI14,intizelível,nonword,nonword_in_im,,,
3,2,V3_NR04,nonword_singleton,1,nonword,nonword,NR04,reledudável,nonword,nonword_re,,,
3,2,V3_NR05,nonword_singleton,1,nonword,nonword,NR05,resubigável,nonword,nonword_re,,,
3,2,V3_NR12,nonword_singleton,1,nonword,nonword,NR12,refustecável,nonword,nonword_re,,,
3,2,V3_NR14,nonword_singleton,1,nonword,nonword,NR14,redissifiável,nonword,nonword_re,,,
3,2,V3_NR15,nonword_singleton,1,nonword,nonword,NR15,repostogável,nonword,nonword_re,,,
3,3,V3_P41,prime_target_pair,1,high_in__high_des,prime,HI11,incapturável,word,high_in,high_in,high_des,4.094443915822499
3,3,V3_P41,prime_target_pair,2,high_in__high_des,target,HD21,descorrigível,word,high_des,high_in,high_des,4.768904644015073
3,3,V3_P42,prime_target_pair,1,high_in__high_des,prime,HI12,incopiável,word,high_in,high_in,high_des,4.102169815559115
3,3,V3_P42,prime_target_pair,2,high_in__high_des,target,HD28,desavaliável,word,high_des,high_in,high_des,5.0699346396790546
3,3,V3_P43,prime_target_pair,1,high_in__high_des,prime,HI13,indatável,word,high_in,high_in,high_des,4.116163165515735
3,3,V3_P43,prime_target_pair,2,high_in__high_des,target,HD09,desacomodável,word,high_des,high_in,high_des,4.093328910121707
3,3,V3_P44,prime_target_pair,1,high_in__high_des,prime,HI18,imperdoável,word,high_in,high_in,high_des,4.216029010423211
3,3,V3_P44,prime_target_pair,2,high_in__high_des,target,HD04,desrastreável,word,high_des,high_in,high_des,3.4064692957879434
3,3,V3_P45,prime_target_pair,1,high_in__high_des,prime,HI28,inquestionável,word,high_in,high_in,high_des,4.619322485735054
3,3,V3_P45,prime_target_pair,2,high_in__high_des,target,HD19,desexaminável,word,high_des,high_in,high_des,4.665943715319019
3,3,V3_P46,prime_target_pair,1,low_re__high_des,prime,LR07,ressincronizável,word,low_re,low_re,high_des,3.37261103
3,3,V3_P46,prime_target_pair,2,low_re__high_des,target,HD18,desadministrável,word,high_des,low_re,high_des,4.65597338672347
3,3,V3_P47,prime_target_pair,1,low_re__high_des,prime,LR10,recalibrável,word,low_re,low_re,high_des,3.58256055
3,3,V3_P47,prime_target_pair,2,low_re__high_des,target,HD10,despenetrável,word,high_des,low_re,high_des,4.194460800918968
3,3,V3_P48,prime_target_pair,1,low_re__high_des,prime,LR11,reconciliável,word,low_re,low_re,high_des,3.80657537
3,3,V3_P48,prime_target_pair,2,low_re__high_des,target,HD07,destolerável,word,high_des,low_re,high_des,3.8516841718441603
3,3,V3_P49,prime_target_pair,1,low_re__high_des,prime,LR22,reincorporável,word,low_re,low_re,high_des,4.564077149149611
3,3,V3_P49,prime_target_pair,2,low_re__high_des,target,HD17,despesquisável,word,high_des,low_re,high_des,4.58147345920241
3,3,V3_P50,prime_target_pair,1,low_re__high_des,prime,LR30,reabrível,word,low_re,low_re,high_des,5.62595558
3,3,V3_P50,prime_target_pair,2,low_re__high_des,target,HD27,desassistível,word,high_des,low_re,high_des,5.040820592203947
3,3,V3_P51,prime_target_pair,1,high_in__low_des,prime,HI04,inconsolável,word,high_in,high_in,low_des,3.6587153462610615
3,3,V3_P51,prime_target_pair,2,high_in__low_des,target,LD09,desentupível,word,low_des,high_in,low_des,3.329454111496826
3,3,V3_P52,prime_target_pair,1,high_in__low_des,prime,HI05,indelimitável,word,high_in,high_in,low_des,3.712894323338631
3,3,V3_P52,prime_target_pair,2,high_in__low_des,target,LD07,desenroscável,word,low_des,high_in,low_des,3.266807302358937
3,3,V3_P53,prime_target_pair,1,high_in__low_des,prime,HI22,inapreciável,word,high_in,high_in,low_des,4.460986595856095
3,3,V3_P53,prime_target_pair,2,high_in__low_des,target,LD26,descarregável,word,low_des,high_in,low_des,4.729979214003357
3,3,V3_P54,prime_target_pair,1,high_in__low_des,prime,HI29,improcessável,word,high_in,high_in,low_des,4.652906322550347
3,3,V3_P54,prime_target_pair,2,high_in__low_des,target,LD17,descolável,word,low_des,high_in,low_des,4.096665375816457
3,3,V3_P55,prime_target_pair,1,high_in__low_des,prime,HI30,inexplorável,word,high_in,high_in,low_des,4.693150265142874
3,3,V3_P55,prime_target_pair,2,high_in__low_des,target,LD25,desvinculável,word,low_des,high_in,low_des,4.494162000599138
3,3,V3_P56,prime_target_pair,1,low_re__low_des,prime,LR03,reesterilizável,word,low_re,low_re,low_des,3.14683199
3,3,V3_P56,prime_target_pair,2,low_re__low_des,target,LD02,destampável,word,low_des,low_re,low_des,3.034858225838255
3,3,V3_P57,prime_target_pair,1,low_re__low_des,prime,LR05,revalidável,word,low_re,low_re,low_des,3.36071181
3,3,V3_P57,prime_target_pair,2,low_re__low_des,target,LD30,desmarcável,word,low_des,low_re,low_des,5.4758135857533645
3,3,V3_P58,prime_target_pair,1,low_re__low_des,prime,LR13,reagrupável,word,low_re,low_re,low_des,3.86510714
3,3,V3_P58,prime_target_pair,2,low_re__low_des,target,LD05,desentortável,word,low_des,low_re,low_des,3.184620546171587
3,3,V3_P59,prime_target_pair,1,low_re__low_des,prime,LR14,reativável,word,low_re,low_re,low_des,3.89076914
3,3,V3_P59,prime_target_pair,2,low_re__low_des,target,LD22,desbloqueável,word,low_des,low_re,low_des,4.35768535059708
3,3,V3_P60,prime_target_pair,1,low_re__low_des,prime,LR19,reabsorvível,word,low_re,low_re,low_des,4.37495224
3,3,V3_P60,prime_target_pair,2,low_re__low_des,target,LD10,desengessável,word,low_des,low_re,low_des,3.39547391148648
3,3,V3_ND02,nonword_singleton,1,nonword,nonword,ND02,dessenanável,nonword,nonword_des,,,
3,3,V3_ND04,nonword_singleton,1,nonword,nonword,ND04,despaquodável,nonword,nonword_des,,,
3,3,V3_ND05,nonword_singleton,1,nonword,nonword,ND05,descandulável,nonword,nonword_des,,,
3,3,V3_ND12,nonword_singleton,1,nonword,nonword,ND12,desanervecível,nonword,nonword_des,,,
3,3,V3_ND13,nonword_singleton,1,nonword,nonword,ND13,desdiratível,nonword,nonword_des,,,
3,3,V3_ND14,nonword_singleton,1,nonword,nonword,ND14,descurdível,nonword,nonword_des,,,
3,3,V3_ND21,nonword_singleton,1,nonword,nonword,ND21,desfaticável,nonword,nonword_des,,,
3,3,V3_ND24,nonword_singleton,1,nonword,nonword,ND24,desapaserável,nonword,nonword_des,,,
3,3,V3_ND26,nonword_singleton,1,nonword,nonword,ND26,desproligável,nonword,nonword_des,,,
3,3,V3_ND27,nonword_singleton,1,nonword,nonword,ND27,desmasecável,nonword,nonword_des,,,
3,3,V3_NI05,nonword_singleton,1,nonword,nonword,NI05,impenverável,nonword,nonword_in_im,,,
3,3,V3_NI06,nonword_singleton,1,nonword,nonword,NI06,inditacorável,nonword,nonword_in_im,,,
3,3,V3_NI09,nonword_singleton,1,nonword,nonword,NI09,inacadertável,nonword,nonword_in_im,,,
3,3,V3_NI10,nonword_singleton,1,nonword,nonword,NI10,infochiável,nonword,nonword_in_im,,,
3,3,V3_NI15,nonword_singleton,1,nonword,nonword,NI15,infecolitável,nonword,nonword_in_im,,,
3,3,V3_NR01,nonword_singleton,1,nonword,nonword,NR01,rechealável,nonword,nonword_re,,,
3,3,V3_NR02,nonword_singleton,1,nonword,nonword,NR02,reenfeitatível,nonword,nonword_re,,,
3,3,V3_NR07,nonword_singleton,1,nonword,nonword,NR07,reopramarível,nonword,nonword_re,,,
3,3,V3_NR10,nonword_singleton,1,nonword,nonword,NR10,remaritorável,nonword,nonword_re,,,
3,3,V3_NR13,nonword_singleton,1,nonword,nonword,NR13,reeletarível,nonword,nonword_re,,,
4,1,V4_P01,prime_target_pair,1,high_in__high_des,prime,HI06,imparcelável,word,high_in,high_in,high_des,3.888985582394312
4,1,V4_P01,prime_target_pair,2,high_in__high_des,target,HD13,desconvinhável,word,high_des,high_in,high_des,4.24688907352443
4,1,V4_P02,prime_target_pair,1,high_in__high_des,prime,HI07,inconsertável,word,high_in,high_in,high_des,3.9233350572857577
4,1,V4_P02,prime_target_pair,2,high_in__high_des,target,HD10,despenetrável,word,high_des,high_in,high_des,4.194460800918968
4,1,V4_P03,prime_target_pair,1,high_in__high_des,prime,HI19,inabalável,word,high_in,high_in,high_des,4.315624005596369
4,1,V4_P03,prime_target_pair,2,high_in__high_des,target,HD08,desreparável,word,high_des,high_in,high_des,4.072753218411045
4,1,V4_P04,prime_target_pair,1,high_in__high_des,prime,HI21,insuportável,word,high_in,high_in,high_des,4.350334633815824
4,1,V4_P04,prime_target_pair,2,high_in__high_des,target,HD24,destransmissível,word,high_des,high_in,high_des,4.860360709789131
4,1,V4_P05,prime_target_pair,1,high_in__high_des,prime,HI27,intraduzível,word,high_in,high_in,high_des,4.618656900191901
4,1,V4_P05,prime_target_pair,2,high_in__high_des,target,HD05,desquantificável,word,high_des,high_in,high_des,3.4527693154409125
4,1,V4_P06,prime_target_pair,1,low_re__high_des,prime,LR03,reesterilizável,word,low_re,low_re,high_des,3.14683199
4,1,V4_P06,prime_target_pair,2,low_re__high_des,target,HD12,desimitável,word,high_des,low_re,high_des,4.225189924008546
4,1,V4_P07,prime_target_pair,1,low_re__high_des,prime,LR14,reativável,word,low_re,low_re,high_des,3.89076914
4,1,V4_P07,prime_target_pair,2,low_re__high_des,target,HD06,desdiagnosticável,word,high_des,low_re,high_des,3.835817768711605
4,1,V4_P08,prime_target_pair,1,low_re__high_des,prime,LR16,redecorável,word,low_re,low_re,high_des,4.02842412
4,1,V4_P08,prime_target_pair,2,low_re__high_des,target,HD22,desprotegível,word,high_des,low_re,high_des,4.780300440861774
4,1,V4_P09,prime_target_pair,1,low_re__high_des,prime,LR19,reabsorvível,word,low_re,low_re,high_des,4.37495224
4,1,V4_P09,prime_target_pair,2,low_re__high_des,target,HD15,desagradável,word,high_des,low_re,high_des,4.42662332742628
4,1,V4_P10,prime_target_pair,1,low_re__high_des,prime,LR21,reempregável,word,low_re,low_re,high_des,4.47232899
4,1,V4_P10,prime_target_pair,2,low_re__high_des,target,HD28,desavaliável,word,high_des,low_re,high_des,5.0699346396790546
4,1,V4_P11,prime_target_pair,1,high_in__low_des,prime,HI09,incontabilizável,word,high_in,high_in,low_des,4.020575206745974
4,1,V4_P11,prime_target_pair,2,high_in__low_des,target,LD05,desentortável,word,low_des,high_in,low_des,3.184620546171587
4,1,V4_P12,prime_target_pair,1,high_in__low_des,prime,HI17,insolucionável,word,high_in,high_in,low_des,4.200608651555717
4,1,V4_P12,prime_target_pair,2,high_in__low_des,target,LD02,destampável,word,low_des,high_in,low_des,3.034858225838255
4,1,V4_P13,prime_target_pair,1,high_in__low_des,prime,HI23,incontestável,word,high_in,high_in,low_des,4.547134435764679
4,1,V4_P13,prime_target_pair,2,high_in__low_des,target,LD29,desligável,word,low_des,high_in,low_des,5.32665786574767
4,1,V4_P14,prime_target_pair,1,high_in__low_des,prime,HI25,insegurável,word,high_in,high_in,low_des,4.572677320911529
4,1,V4_P14,prime_target_pair,2,high_in__low_des,target,LD04,desatolável,word,low_des,high_in,low_des,3.1565918225713436
4,1,V4_P15,prime_target_pair,1,high_in__low_des,prime,HI28,inquestionável,word,high_in,high_in,low_des,4.619322485735054
4,1,V4_P15,prime_target_pair,2,high_in__low_des,target,LD20,destravável,word,low_des,high_in,low_des,4.304096387078385
4,1,V4_P16,prime_target_pair,1,low_re__low_des,prime,LR02,reoxigenável,word,low_re,low_re,low_des,3.11616317
4,1,V4_P16,prime_target_pair,2,low_re__low_des,target,LD27,desinstalável,word,low_des,low_re,low_des,5.005259802551058
4,1,V4_P17,prime_target_pair,1,low_re__low_des,prime,LR04,reidratável,word,low_re,low_re,low_des,3.20234931
4,1,V4_P17,prime_target_pair,2,low_re__low_des,target,LD15,desembalável,word,low_des,low_re,low_des,4.003066391414404
4,1,V4_P18,prime_target_pair,1,low_re__low_des,prime,LR10,recalibrável,word,low_re,low_re,low_des,3.58256055
4,1,V4_P18,prime_target_pair,2,low_re__low_des,target,LD09,desentupível,word,low_des,low_re,low_des,3.329454111496826
4,1,V4_P19,prime_target_pair,1,low_re__low_des,prime,LR17,reindexável,word,low_re,low_re,low_des,4.25772764
4,1,V4_P19,prime_target_pair,2,low_re__low_des,target,LD12,desobstruível,word,low_des,low_re,low_des,3.8130094762218985
4,1,V4_P20,prime_target_pair,1,low_re__low_des,prime,LR18,reequilibrável,word,low_re,low_re,low_des,4.34033605
4,1,V4_P20,prime_target_pair,2,low_re__low_des,target,LD17,descolável,word,low_des,low_re,low_des,4.096665375816457
4,1,V4_ND06,nonword_singleton,1,nonword,nonword,ND06,despontelível,nonword,nonword_des,,,
4,1,V4_ND07,nonword_singleton,1,nonword,nonword,ND07,dessopertável,nonword,nonword_des,,,
4,1,V4_ND09,nonword_singleton,1,nonword,nonword,ND09,desalramável,nonword,nonword_des,,,
4,1,V4_ND16,nonword_singleton,1,nonword,nonword,ND16,dessigarível,nonword,nonword_des,,,
4,1,V4_ND18,nonword_singleton,1,nonword,nonword,ND18,desexplizível,nonword,nonword_des,,,
4,1,V4_ND19,nonword_singleton,1,nonword,nonword,ND19,desdefondível,nonword,nonword_des,,,
4,1,V4_ND20,nonword_singleton,1,nonword,nonword,ND20,desgronzível,nonword,nonword_des,,,
4,1,V4_ND25,nonword_singleton,1,nonword,nonword,ND25,deseçuminável,nonword,nonword_des,,,
4,1,V4_ND28,nonword_singleton,1,nonword,nonword,ND28,deselabelável,nonword,nonword_des,,,
4,1,V4_ND30,nonword_singleton,1,nonword,nonword,ND30,descumanhável,nonword,nonword_des,,,
4,1,V4_NI02,nonword_singleton,1,nonword,nonword,NI02,imunitável,nonword,nonword_in_im,,,
4,1,V4_NI04,nonword_singleton,1,nonword,nonword,NI04,inetugável,nonword,nonword_in_im,,,
4,1,V4_NI08,nonword_singleton,1,nonword,nonword,NI08,inabrefiável,nonword,nonword_in_im,,,
4,1,V4_NI12,nonword_singleton,1,nonword,nonword,NI12,imperfiável,nonword,nonword_in_im,,,
4,1,V4_NI13,nonword_singleton,1,nonword,nonword,NI13,inaloriciável,nonword,nonword_in_im,,,
4,1,V4_NR03,nonword_singleton,1,nonword,nonword,NR03,rediritável,nonword,nonword_re,,,
4,1,V4_NR06,nonword_singleton,1,nonword,nonword,NR06,recumacável,nonword,nonword_re,,,
4,1,V4_NR08,nonword_singleton,1,nonword,nonword,NR08,remalturável,nonword,nonword_re,,,
4,1,V4_NR09,nonword_singleton,1,nonword,nonword,NR09,renifalável,nonword,nonword_re,,,
4,1,V4_NR11,nonword_singleton,1,nonword,nonword,NR11,reesmancável,nonword,nonword_re,,,
4,2,V4_P21,prime_target_pair,1,high_in__high_des,prime,HI10,improrrogável,word,high_in,high_in,high_des,4.082018518764072
4,2,V4_P21,prime_target_pair,2,high_in__high_des,target,HD29,desobservável,word,high_des,high_in,high_des,5.079028923551219
4,2,V4_P22,prime_target_pair,1,high_in__high_des,prime,HI24,indetectável,word,high_in,high_in,high_des,4.5537590650574575
4,2,V4_P22,prime_target_pair,2,high_in__high_des,target,HD03,desconfortável,word,high_des,high_in,high_des,3.1935753888245135
4,2,V4_P23,prime_target_pair,1,high_in__high_des,prime,HI26,incomercializável,word,high_in,high_in,high_des,4.580747214080156
4,2,V4_P23,prime_target_pair,2,high_in__high_des,target,HD17,despesquisável,word,high_des,high_in,high_des,4.58147345920241
4,2,V4_P24,prime_target_pair,1,high_in__high_des,prime,HI29,improcessável,word,high_in,high_in,high_des,4.652906322550347
4,2,V4_P24,prime_target_pair,2,high_in__high_des,target,HD07,destolerável,word,high_des,high_in,high_des,3.8516841718441603
4,2,V4_P25,prime_target_pair,1,high_in__high_des,prime,HI30,inexplorável,word,high_in,high_in,high_des,4.693150265142874
4,2,V4_P25,prime_target_pair,2,high_in__high_des,target,HD20,desavisável,word,high_des,high_in,high_des,4.6883544994942605
4,2,V4_P26,prime_target_pair,1,low_re__high_des,prime,LR06,repavimentável,word,low_re,low_re,high_des,3.37261103
4,2,V4_P26,prime_target_pair,2,low_re__high_des,target,HD21,descorrigível,word,high_des,low_re,high_des,4.768904644015073
4,2,V4_P27,prime_target_pair,1,low_re__high_des,prime,LR23,reanimável,word,low_re,low_re,high_des,4.64262853
4,2,V4_P27,prime_target_pair,2,low_re__high_des,target,HD14,desabastecível,word,high_des,low_re,high_des,4.294367783884816
4,2,V4_P28,prime_target_pair,1,low_re__high_des,prime,LR27,reconquistável,word,low_re,low_re,high_des,5.01056029
4,2,V4_P28,prime_target_pair,2,low_re__high_des,target,HD01,desenxaguável,word,high_des,low_re,high_des,2.7074992914519247
4,2,V4_P29,prime_target_pair,1,low_re__high_des,prime,LR28,reunível,word,low_re,low_re,high_des,5.388118046565632
4,2,V4_P29,prime_target_pair,2,low_re__high_des,target,HD30,desapresentável,word,high_des,low_re,high_des,5.664327789660696
4,2,V4_P30,prime_target_pair,1,low_re__high_des,prime,LR29,recolocável,word,low_re,low_re,high_des,5.52815222
4,2,V4_P30,prime_target_pair,2,low_re__high_des,target,HD16,desconfiável,word,high_des,low_re,high_des,4.474655157534105
4,2,V4_P31,prime_target_pair,1,high_in__low_des,prime,HI03,impenhorável,word,high_in,high_in,low_des,3.5408058067366235
4,2,V4_P31,prime_target_pair,2,high_in__low_des,target,LD13,destrancável,word,low_des,high_in,low_des,3.961261205529992
4,2,V4_P32,prime_target_pair,1,high_in__low_des,prime,HI08,incomputável,word,high_in,high_in,low_des,3.9489835120695975
4,2,V4_P32,prime_target_pair,2,high_in__low_des,target,LD24,desdobrável,word,low_des,high_in,low_des,4.443895793728567
4,2,V4_P33,prime_target_pair,1,high_in__low_des,prime,HI11,incapturável,word,high_in,high_in,low_des,4.094443915822499
4,2,V4_P33,prime_target_pair,2,high_in__low_des,target,LD14,desconectável,word,low_des,high_in,low_des,3.984821937298305
4,2,V4_P34,prime_target_pair,1,high_in__low_des,prime,HI12,incopiável,word,high_in,high_in,low_des,4.102169815559115
4,2,V4_P34,prime_target_pair,2,high_in__low_des,target,LD28,desconstruível,word,low_des,high_in,low_des,5.141169138158229
4,2,V4_P35,prime_target_pair,1,high_in__low_des,prime,HI15,inabitável,word,high_in,high_in,low_des,4.15755585067396
4,2,V4_P35,prime_target_pair,2,high_in__low_des,target,LD22,desbloqueável,word,low_des,high_in,low_des,4.35768535059708
4,2,V4_P36,prime_target_pair,1,low_re__low_des,prime,LR08,redemocratizável,word,low_re,low_re,low_des,3.53276309
4,2,V4_P36,prime_target_pair,2,low_re__low_des,target,LD26,descarregável,word,low_des,low_re,low_des,4.729979214003357
4,2,V4_P37,prime_target_pair,1,low_re__low_des,prime,LR11,reconciliável,word,low_re,low_re,low_des,3.80657537
4,2,V4_P37,prime_target_pair,2,low_re__low_des,target,LD23,descontaminável,word,low_des,low_re,low_des,4.4080948540746805
4,2,V4_P38,prime_target_pair,1,low_re__low_des,prime,LR22,reincorporável,word,low_re,low_re,low_des,4.564077149149611
4,2,V4_P38,prime_target_pair,2,low_re__low_des,target,LD16,desarquivável,word,low_des,low_re,low_des,4.0245173925000355
4,2,V4_P39,prime_target_pair,1,low_re__low_des,prime,LR24,reassociável,word,low_re,low_re,low_des,4.66534593
4,2,V4_P39,prime_target_pair,2,low_re__low_des,target,LD25,desvinculável,word,low_des,low_re,low_des,4.494162000599138
4,2,V4_P40,prime_target_pair,1,low_re__low_des,prime,LR30,reabrível,word,low_re,low_re,low_des,5.62595558
4,2,V4_P40,prime_target_pair,2,low_re__low_des,target,LD07,desenroscável,word,low_des,low_re,low_des,3.266807302358937
4,2,V4_ND01,nonword_singleton,1,nonword,nonword,ND01,desdomendável,nonword,nonword_des,,,
4,2,V4_ND03,nonword_singleton,1,nonword,nonword,ND03,despulocável,nonword,nonword_des,,,
4,2,V4_ND08,nonword_singleton,1,nonword,nonword,ND08,dessatejável,nonword,nonword_des,,,
4,2,V4_ND10,nonword_singleton,1,nonword,nonword,ND10,destritível,nonword,nonword_des,,,
4,2,V4_ND11,nonword_singleton,1,nonword,nonword,ND11,deselatercível,nonword,nonword_des,,,
4,2,V4_ND15,nonword_singleton,1,nonword,nonword,ND15,desdelebrível,nonword,nonword_des,,,
4,2,V4_ND17,nonword_singleton,1,nonword,nonword,ND17,desdifincível,nonword,nonword_des,,,
4,2,V4_ND22,nonword_singleton,1,nonword,nonword,ND22,desdunoficável,nonword,nonword_des,,,
4,2,V4_ND23,nonword_singleton,1,nonword,nonword,ND23,desoricanável,nonword,nonword_des,,,
4,2,V4_ND29,nonword_singleton,1,nonword,nonword,ND29,desengorável,nonword,nonword_des,,,
4,2,V4_NI01,nonword_singleton,1,nonword,nonword,NI01,insiturável,nonword,nonword_in_im,,,
4,2,V4_NI03,nonword_singleton,1,nonword,nonword,NI03,incoremável,nonword,nonword_in_im,,,
4,2,V4_NI07,nonword_singleton,1,nonword,nonword,NI07,imbolocável,nonword,nonword_in_im,,,
4,2,V4_NI11,nonword_singleton,1,nonword,nonword,NI11,inteberável,nonword,nonword_in_im,,,
4,2,V4_NI14,nonword_singleton,1,nonword,nonword,NI14,intizelível,nonword,nonword_in_im,,,
4,2,V4_NR04,nonword_singleton,1,nonword,nonword,NR04,reledudável,nonword,nonword_re,,,
4,2,V4_NR05,nonword_singleton,1,nonword,nonword,NR05,resubigável,nonword,nonword_re,,,
4,2,V4_NR12,nonword_singleton,1,nonword,nonword,NR12,refustecável,nonword,nonword_re,,,
4,2,V4_NR14,nonword_singleton,1,nonword,nonword,NR14,redissifiável,nonword,nonword_re,,,
4,2,V4_NR15,nonword_singleton,1,nonword,nonword,NR15,repostogável,nonword,nonword_re,,,
4,3,V4_P41,prime_target_pair,1,high_in__high_des,prime,HI01,indomável,word,high_in,high_in,high_des,3.354637657515075
4,3,V4_P41,prime_target_pair,2,high_in__high_des,target,HD26,desfavorável,word,high_des,high_in,high_des,4.994460722219187
4,3,V4_P42,prime_target_pair,1,high_in__high_des,prime,HI04,inconsolável,word,high_in,high_in,high_des,3.6587153462610615
4,3,V4_P42,prime_target_pair,2,high_in__high_des,target,HD25,descomparável,word,high_des,high_in,high_des,4.932161820292954
4,3,V4_P43,prime_target_pair,1,high_in__high_des,prime,HI05,indelimitável,word,high_in,high_in,high_des,3.712894323338631
4,3,V4_P43,prime_target_pair,2,high_in__high_des,target,HD18,desadministrável,word,high_des,high_in,high_des,4.65597338672347
4,3,V4_P44,prime_target_pair,1,high_in__high_des,prime,HI20,inajustável,word,high_in,high_in,high_des,4.3326830816270245
4,3,V4_P44,prime_target_pair,2,high_in__high_des,target,HD02,desaprazível,word,high_des,high_in,high_des,2.845801989618206
4,3,V4_P45,prime_target_pair,1,high_in__high_des,prime,HI22,inapreciável,word,high_in,high_in,high_des,4.460986595856095
4,3,V4_P45,prime_target_pair,2,high_in__high_des,target,HD27,desassistível,word,high_des,high_in,high_des,5.040820592203947
4,3,V4_P46,prime_target_pair,1,low_re__high_des,prime,LR01,renovável,word,low_re,low_re,high_des,4.488805782879002
4,3,V4_P46,prime_target_pair,2,low_re__high_des,target,HD11,despilotável,word,high_des,low_re,high_des,4.194460800918968
4,3,V4_P47,prime_target_pair,1,low_re__high_des,prime,LR05,revalidável,word,low_re,low_re,high_des,3.36071181
4,3,V4_P47,prime_target_pair,2,low_re__high_des,target,HD23,desmedível,word,high_des,low_re,high_des,4.791181038726226
4,3,V4_P48,prime_target_pair,1,low_re__high_des,prime,LR13,reagrupável,word,low_re,low_re,high_des,3.86510714
4,3,V4_P48,prime_target_pair,2,low_re__high_des,target,HD04,desrastreável,word,high_des,low_re,high_des,3.4064692957879434
4,3,V4_P49,prime_target_pair,1,low_re__high_des,prime,LR20,reordenável,word,low_re,low_re,high_des,4.39380033
4,3,V4_P49,prime_target_pair,2,low_re__high_des,target,HD09,desacomodável,word,high_des,low_re,high_des,4.093328910121707
4,3,V4_P50,prime_target_pair,1,low_re__high_des,prime,LR25,reimplantável,word,low_re,low_re,high_des,4.70368249
4,3,V4_P50,prime_target_pair,2,low_re__high_des,target,HD19,desexaminável,word,high_des,low_re,high_des,4.665943715319019
4,3,V4_P51,prime_target_pair,1,high_in__low_des,prime,HI02,indigerível,word,high_in,high_in,low_des,3.524568607865938
4,3,V4_P51,prime_target_pair,2,high_in__low_des,target,LD10,desengessável,word,low_des,high_in,low_des,3.39547391148648
4,3,V4_P52,prime_target_pair,1,high_in__low_des,prime,HI13,indatável,word,high_in,high_in,low_des,4.116163165515735
4,3,V4_P52,prime_target_pair,2,high_in__low_des,target,LD21,descongelável,word,low_des,high_in,low_des,4.3068364244444135
4,3,V4_P53,prime_target_pair,1,high_in__low_des,prime,HI14,inexprimível,word,high_in,high_in,low_des,4.123515363769757
4,3,V4_P53,prime_target_pair,2,high_in__low_des,target,LD08,desencravável,word,low_des,high_in,low_des,3.2815305591796435
4,3,V4_P54,prime_target_pair,1,high_in__low_des,prime,HI16,infalível,word,high_in,high_in,low_des,4.19179913079871
4,3,V4_P54,prime_target_pair,2,high_in__low_des,target,LD30,desmarcável,word,low_des,high_in,low_des,5.4758135857533645
4,3,V4_P55,prime_target_pair,1,high_in__low_des,prime,HI18,imperdoável,word,high_in,high_in,low_des,4.216029010423211
4,3,V4_P55,prime_target_pair,2,high_in__low_des,target,LD11,descomprimível,word,low_des,high_in,low_des,3.575261316102125
4,3,V4_P56,prime_target_pair,1,low_re__low_des,prime,LR07,ressincronizável,word,low_re,low_re,low_des,3.37261103
4,3,V4_P56,prime_target_pair,2,low_re__low_des,target,LD06,desintoxicável,word,low_des,low_re,low_des,3.227655178396789
4,3,V4_P57,prime_target_pair,1,low_re__low_des,prime,LR09,repolível,word,low_re,low_re,low_des,3.54080581
4,3,V4_P57,prime_target_pair,2,low_re__low_des,target,LD18,descolorível,word,low_des,low_re,low_des,4.215186537837191
4,3,V4_P58,prime_target_pair,1,low_re__low_des,prime,LR12,reacoplável,word,low_re,low_re,low_des,3.82144264
4,3,V4_P58,prime_target_pair,2,low_re__low_des,target,LD03,desenferrujável,word,low_des,low_re,low_des,3.1565918225713436
4,3,V4_P59,prime_target_pair,1,low_re__low_des,prime,LR15,reabilitável,word,low_re,low_re,low_des,3.9315141
4,3,V4_P59,prime_target_pair,2,low_re__low_des,target,LD01,desmontável,word,low_des,low_re,low_des,5.024386561204604
4,3,V4_P60,prime_target_pair,1,low_re__low_des,prime,LR26,recontratável,word,low_re,low_re,low_des,4.96307329
4,3,V4_P60,prime_target_pair,2,low_re__low_des,target,LD19,desamarrável,word,low_des,low_re,low_des,4.24688907352443
4,3,V4_ND02,nonword_singleton,1,nonword,nonword,ND02,dessenanável,nonword,nonword_des,,,
4,3,V4_ND04,nonword_singleton,1,nonword,nonword,ND04,despaquodável,nonword,nonword_des,,,
4,3,V4_ND05,nonword_singleton,1,nonword,nonword,ND05,descandulável,nonword,nonword_des,,,
4,3,V4_ND12,nonword_singleton,1,nonword,nonword,ND12,desanervecível,nonword,nonword_des,,,
4,3,V4_ND13,nonword_singleton,1,nonword,nonword,ND13,desdiratível,nonword,nonword_des,,,
4,3,V4_ND14,nonword_singleton,1,nonword,nonword,ND14,descurdível,nonword,nonword_des,,,
4,3,V4_ND21,nonword_singleton,1,nonword,nonword,ND21,desfaticável,nonword,nonword_des,,,
4,3,V4_ND24,nonword_singleton,1,nonword,nonword,ND24,desapaserável,nonword,nonword_des,,,
4,3,V4_ND26,nonword_singleton,1,nonword,nonword,ND26,desproligável,nonword,nonword_des,,,
